season_week,acc_pred_result_v01_prob1,acc_pred_result_v02_prob1,acc_pred_home_winpct,acc_pred_elo_prob1,acc_pred_carm-elo_prob1,acc_pred_raptor_prob1
1,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.5428571428571428,0.5142857142857142,0.6
2,0.5510204081632653,0.6530612244897959,0.5510204081632653,0.6326530612244898,0.6938775510204082,0.6326530612244898
3,0.6382978723404256,0.6595744680851063,0.574468085106383,0.7446808510638298,0.723404255319149,0.7872340425531915
4,0.6470588235294118,0.6862745098039216,0.6470588235294118,0.6666666666666666,0.7058823529411765,0.6666666666666666
5,0.8076923076923077,0.7884615384615384,0.6538461538461539,0.8076923076923077,0.7692307692307693,0.8076923076923077
6,0.7551020408163265,0.7551020408163265,0.7755102040816326,0.7551020408163265,0.7551020408163265,0.673469387755102
7,0.7058823529411765,0.7058823529411765,0.6274509803921569,0.6274509803921569,0.6666666666666666,0.5882352941176471
8,0.5849056603773585,0.6415094339622641,0.6792452830188679,0.5849056603773585,0.5283018867924528,0.5283018867924528
9,0.7058823529411765,0.6470588235294118,0.6274509803921569,0.7254901960784313,0.7254901960784313,0.7058823529411765
10,0.574468085106383,0.574468085106383,0.5957446808510638,0.6170212765957447,0.574468085106383,0.5531914893617021
11,0.625,0.5833333333333334,0.6666666666666666,0.625,0.6458333333333334,0.75
12,0.68,0.72,0.62,0.68,0.7,0.66
13,0.6792452830188679,0.6981132075471698,0.6226415094339622,0.6792452830188679,0.6981132075471698,0.6226415094339622
14,0.6041666666666666,0.5833333333333334,0.7916666666666666,0.6666666666666666,0.6458333333333334,0.5625
15,0.6470588235294118,0.6666666666666666,0.49019607843137253,0.6274509803921569,0.6666666666666666,0.6078431372549019
16,0.673469387755102,0.6938775510204082,0.6122448979591837,0.6938775510204082,0.673469387755102,0.6326530612244898
17,0.6470588235294118,0.6176470588235294,0.5588235294117647,0.6176470588235294,0.6176470588235294,0.6764705882352942
18,0.5454545454545454,0.5454545454545454,0.7272727272727273,0.5,0.5454545454545454,0.7727272727272727
19,0.6981132075471698,0.6981132075471698,0.6415094339622641,0.660377358490566,0.6415094339622641,0.7547169811320755
20,0.6666666666666666,0.6274509803921569,0.6274509803921569,0.6078431372549019,0.6274509803921569,0.6470588235294118
21,0.5185185185185185,0.48148148148148145,0.37037037037037035,0.5185185185185185,0.5185185185185185,0.5555555555555556
22,0.9782608695652174,0.8478260869565217,0.1956521739130435,0.782608695652174,0.782608695652174,0.7391304347826086
23,1.0,0.8823529411764706,0.0,0.6176470588235294,0.5882352941176471,0.5294117647058824
